ID,Type,Hair,Ear,Clothing,Eyes,Mouth,Background,Offhand,Headgear,Neck,Face,Special
5774,Human,Blue Spiky,,White Yukata,Focused,Pout,OW A,Floorsweeper,,,,
5775,Human,Blue Short Spiky,,Black Yukata,Careless,Closed,Red,,,,,
5776,Human,Indigo Pony,,Cat Hoodie,Closed,Grin,OW B,Lantern,Beret,,,
5777,Blue,Green Ombre Bangs,,Sloth T Shirt,Ruby,Closed,OW C,Hand Seal,,,Red Stripes Paint,
5778,Human,Blonde Long,,Black Yukata,Curious,Smirk,OW B,Lantern,IKZ Cap,Zen Headphones,,
5779,Human,Brown Spiky,,Maroon Yukata,Chill,Chuckle,OW B,Banner,,,Blue Shades,
5780,Human,Green Half Bun,,Dress Shirt,Bored,Smoking,OW D,Katana,,,Kabuki Facepaint,
5781,Human,Magenta Messy,Chiyogami,Green Yukata,Focused,Closed,DBlue,,,,,
5782,Human,Brown Spiky,,White Yukata,Closed,Scroll,OW A,Lantern,,,,
5783,Human,Indigo Long,,White Layered Yukata,Closed,Wheat Straw,OW B,,,,Seer Eyeband,
5784,Human,Indigo Pixie,,Cat T Shirt,Focus,Tongue Out,Red,Bean Juice,,,,
5785,Human,Orange Samurai,,Archer,Closed,Sleep Bubble,OW D,Shinai,Frog Cap,,,
5786,Human,Indigo Swept Back,,Suit with Turtleneck,Closed,Bubble Gum,OW A,Shuriken,Ayaigasa,,Round Blue Shades,
5787,Spirit,Spirit Pony,,Red Panda Kigu,Joyful,Grin,DBlue,Sakura Katana,,,Round Blue Shades,
5788,Human,Indigo Pony,,Yellow Bikini,Relaxed,Smoking,Dark Purple,Bean Juice,Full Bandana,,,
5789,Human,Blonde Long,,White Layered Yukata,Bored,Pout,OW D,Talisman,,,Clear Glasses,
5790,Human,Brown Messy,,Maroon Yukata,Pensive,Not Bad,OW B,Gloves,Straw Hat,Red Panda Headphones,,
5791,Human,Magenta Long,Skull Ear Cuffs,White Layered Yukata,Meditating,Growl,OW A,,Sloth Headband,,Black Glasses,
5792,Human,Blue Samurai,,Fur Hoodie,Focus,Relaxed,Red,Umbrella,,,Round Blue Shades,
5793,Human,Long Dreadlocks,,Black Hoodie,Glowing,Grin,OW D,Banner,,,,
5794,Human,Orange Samurai,Stud,Cat Yukata,Pensive,Closed,OW B,,,,,
5795,Human,Brown Long,Red Panda,Light Kimono,Glowing,Smirk,OW B,Hook Sword,Pointy Straw Hat,Koi Tattoo,,
5796,Human,Green Flowy,,Red Qipao with Fur,Joyful,Smoking,Dark Purple,Red Bean,,Chill Headphones,,
5797,Human,Maroon Messy,,Fur Hoodie,Curious,Chuckle,OW A,,,,,
5798,Human,Indigo Messy,,Maroon Yukata,Focus,Chuckle,OW B,Hook Sword,,,,
5799,Human,PBlue Swept Back,Corded Earbuds,White Blazer,Bored,Closed,OW A,Kanabo,,,,
5800,Human,Teal Bun,,Dress Shirt,Hopeful,Smirk,OW B,Bean Juice,Full Bandana,,Eye Scar,
5801,Human,Green Fluffy,,White Yukata,Tired,Relaxed,OW C,,,,Bandaid,
5802,Human,Maroon Messy,,Aloha,Focused,Not Bad,Dark Purple,,Red Panda Mask,,Eye Scar,
5803,Human,Pink Bangs,,Black Hoodie,Striking,Whistling,OW B,Floorsweeper,,,Red Stripes Paint,
5804,Human,Black Swept Back,Skull Ear Cuffs,Sloth Yukata,Tired,Grass,OW B,Katana,,Zen Headphones,,
5805,Human,Purple Spiky,,Blue Kimono,Bored,Growl,OW D,Zanbato,,Chill Headphones,Kabuki Facepaint,
5806,Human,Purple Pigtail,,Tank Top with Jacket,Striking,Smile,Dark Purple,,,,,Butterfly
5807,Human,Brown Samurai,Red Spiked Ring,Aloha,Closed,Relaxed,OW B,,,,Kabuki Facepaint,
5808,Human,Buzzcut,,Azuki Sweater,Closed,Sleep Bubble,OW D,Shuriken,,,Sleep Mask,
5809,Human,Green Half Bun,,Lavender Kimono with Bow,Worried,Closed,OW C,Hook Sword,,,,
5810,Human,Buzzcut,,Green Yukata,Focus,Relaxed,Red,Sake,Broken Straw Hat,,,
5811,Human,Long Dreadlocks,,Black Qipao,Amethyst,Grin,Red,Zanbato,,,,
5812,Human,Black Bangs,,Red Panda Hoodie,Amethyst,Toothpick,Red,,,,,
5813,Human,Indigo Messy,,Light Kimono,Curious,Closed,OW B,Katana,,Towel,,
5814,Human,Orange Samurai,,Suit with Turtleneck,Suspicious,Smirk,OW A,Fishing Rod,,,,
5815,Human,Magenta Flowy,Small Hoop,Turquoise Kimono with Bow,Calm,Chewing,OW C,,Frog Mask,,Eye Scar,
5816,Red,Silver Swept Back,Spiked Ring,Dress Shirt,Meditating,Chuckle,Red,,Fur Bucket Hat,,Bandaid,
5817,Human,Blonde Bun,,Frog Kigu,Calm,Surprised,OW D,,,,Eye Scar,
5818,Human,Brown Dreadlocks,Wireless Earbuds,Suit with Turtleneck,Pensive,Closed,OW A,Bokken,Chef Headband,,,
5819,Human,Brown Messy,,Kimono with Straw Hat,Closed,Relaxed,OW A,Skateboard,,,Ji Eyeband,
5820,Human,Purple Spiky,,Tank Top,Closed,Meh,OW B,Monk Staff,,Sneakers,Ji Eyeband,
5821,Human,Blue Bob,Corded Earbuds,Lavender Kimono with Bow,Striking,Toothpick,OW D,,Frog Cap,,,
5822,Blue,Silver Messy,Small Hoop,Hoshi Jacket,Tired,Smoking,OW A,,Broken Straw Hat,,,
5823,Blue,Silver Hairband,Corded Earbuds,Turquoise Kimono with Bow,Amethyst,Grass,OW A,Katana,Yellow Kanzashi,,Red Stripes Paint,
5824,Human,Brown Half Bun,,Cat T Shirt,Joyful,420,OW A,Fan,,Tribal Tattoo,,
5825,Human,Silver Dreadlocks,,Blue Bomber,Striking,Knife,OW C,,Red Panda Headband,,,
5826,Human,Buzzcut,,White T Shirt,Focus,Growl,DBlue,Bat,,,Eye Scar,
5827,Human,Silver Half Bun,,Camo Hoodie,Ruby,Smirk,OW D,,Sloth Cap,,,
5828,Human,Purple Spiky,Ear Cuffs,White Layered Yukata,Careless,Growl,OW A,Leather Katana,,Towel,Red Stripes Paint,
5829,Human,Blue Half Bun,,Black Yukata,Focused,Chuckle,OW A,,Cowboy Hat,,,
5830,Human,Pink Bangs,,Frog T Shirt,Ruby,Laughing,Red,Sake,,,Red Stripes Paint,
5831,Human,Orange Short Spiky,,Black Hoodie,Careless,Growl,DBlue,,Newsboy Cap,,Black Glasses,
5832,Red,Magenta Flowy,Sakura,Black Qipao,Striking,Wheat Straw,OW D,Zanbato,,,,
5833,Human,Green Spiky,,Dress Shirt,Suspicious,Smirk,OW A,,Full Bandana,,Reading Glasses,
5834,Human,Blonde Pixie,,Blue Floral Kimono,Worried,Whistling,OW B,,,Koi Tattoo,,
5835,Human,Brown Spiky,,Green Yukata,Neutral,Meh,OW B,,Cat Headband,Chill Headphones,Clear Glasses,
5836,Human,Green Samurai,,Frog Kigu,Suspicious,Not Bad,OW A,,,,Kabuki Facepaint,
5837,Human,Magenta Messy,Ethereum,Tank Top,Pensive,Smoking,OW C,Floorsweeper,,Towel,Red Stripes Paint,
5838,Human,Blue Spiky,,Blue Kimono,Curious,Pout,DBlue,Fishing Rod,,,,
5839,Human,Long Dreadlocks,,Black Yukata,Closed,Smirk,OW A,,,,Eye Patch,
5840,Human,Silver Long,Skull Ear Cuffs,White Yukata,Careless,Chuckle,Cool Gray,Fan,,,,
5841,Human,Green Spiky,,Red Hoodie,Closed,Meh,OW C,Gloves,,,Seer Eyeband,
5842,Human,Brown Half Bun,,Green Yukata,Careless,Chuckle,OW C,Kanabo,,Beads,,
5843,Human,Blue Bun,Frog,Black Ninja Top,Ruby,Smoking,OW D,Zanbato,,Frog Headphones,,
5844,Human,Pink Bangs,,Turquoise Kimono with Bow,Focus,Smile,OW B,Katana,,,Bandaid,
5845,Human,Teal Bob,,Red Hoodie,Joyful,Smile,OW D,Golden Fan,,,,
5846,Human,Green Half Bun,,Blue Kimono,Focused,Meh,Cool Gray,Boombox,,,,
5847,Human,Magenta Long,,Maroon Yukata,Careless,Growl,DBlue,,Azuki Cap,,Bandaid,
5848,Human,Purple Bangs,,Tank Top with Jacket,Focus,Smirk,OW A,Hook Sword,,,,
5849,Human,Black Bangs,,Tank Top,Closed,Lipstick,OW B,Leather Katana,,,Round Blue Shades,
5850,Human,Brown Messy,Sakura,White Layered Yukata,Closed,Grass,OW D,Lantern,,Chill Headphones,Eye Patch,
5851,Human,Maroon Bun,,White Qipao with Fur,Calm,Bubble Gum,OW B,,Full Bandana,,,
5852,Human,Indigo Swept Back,,Kimono with Jacket,Tired,Chuckle,Dark Purple,,,,,Butterfly
5853,Human,Maroon Short Spiky,,Suit with Turtleneck,Meditating,Closed,OW D,Fan,Cat Headband,,,
5854,Human,Indigo Fluffy,,White T Shirt,Focused,Meh,OW A,Kanabo,,,,
5855,Human,Teal Bangs,,Blue Qipao,Worried,Whistling,OW C,Leather Katana,,,Red Fang Paint,Smoke
5856,Human,Maroon Short Spiky,,Vest,Careless,Pout,OW D,Fan,,,,
5857,Human,Black Swept Back,,Sloth Kigu,Focused,Meh,OW C,Sakura Katana,,,,
5858,Human,Indigo Pixie,,Vegan Mink Coat,Hopeful,Relaxed,OW C,Bokken,,,Bandaid,
5859,Human,Teal Bob,,Turquoise Kimono with Bow,Pierced Eyebrow,Toothpick,OW B,,,,Red Fang Paint,
5860,Human,Silver Short Spiky,,Light Kimono,Neutral,Toothpick,Red,,,,,
5861,Human,Green Pony,Red Cylinder,Black Bomber,Calm,Laughing,Red,Shinai,,,,
5862,Human,Purple Spiky,,Brown Yukata,Suspicious,Smirk,OW A,Leather Katana,Sandogasa,,,
5863,Human,Purple Bangs,,Camo Tech Jacket,Ruby,Closed,OW C,,,,,
5864,Human,Maroon Fluffy,,Suikan,Focused,Wheat Straw,OW B,Monk Staff,,Koi Tattoo,,
5865,Blue,Silver Bun,,Dress Shirt,Closed,Tongue Out,OW A,,,,Bandaid,
5866,Human,Black Fluffy,,Black Bomber,Red,Relaxed,OW D,,Beret,,Clear Glasses,
5867,Human,Black Pigtail,,Hoodie with Bag,Worried,Smirk,OW C,Guitar,,,,
5868,Human,Green Spiky,,Kimono with Straw Hat,Tired,Not Bad,OW D,Banner,Distressed Beanie,,Blue Shades,
5869,Spirit,Spirit Goddess,Dragon,Vegan Mink Coat,Joyful,Closed,Dark Purple,,,,,Fireflies
5870,Human,Teal Long,Spiked Ring,Kimono with Straw Hat,Neutral,Smoking,OW C,Monk Staff,,Zen Headphones,Red Stripes Paint,
5871,Human,Indigo Messy,,Green Yukata,Focus,Bubble Gum,DBlue,,Cowboy Hat,,,
5872,Human,Silver Pony,Red Panda,Vest,Calm,Tongue Out,OW D,Zanbato,,,,
5873,Human,Green Fluffy,,Rain Jacket,Careless,Grass,Cool Gray,,,,,
5874,Human,Blue Hairband,,Lavender Kimono with Bow,Relaxed,Relaxed,OW A,,,,,
5875,Human,Blue Bob,,White Qipao with Fur,Worried,Scroll,OW A,,,,Blush,
5876,Human,Silver Pony,,Turquoise Kimono with Bow,Amethyst,Laughing,OW D,Sakura Katana,,,,
5877,Red,Silver Short Spiky,,Bumblebee Jacket,Curious,Closed,OW A,,,,Red Fang Paint,
5878,Human,Green Teal Long,,Red Kimono,Suspicious,Long Stubble,Red,Monkey King Staff,Beret,Chain,,
5879,Human,Black Bangs,,Black Ninja Top,Closed,Laughing,OW B,,,,,
5880,Human,Black Fluffy,,Kimono with Jacket,Suspicious,Not Bad,OW B,Banner,,,Eye Scar,
5881,Human,Teal Bob,,Alpine Jacket,Closed,Sleep Bubble,Dark Purple,Leather Katana,Cat Mask,,Eye Scar,
5882,Human,Purple Half Bun,,Blue Floral Kimono,Hopeful,Tongue Out,OW D,Monk Staff,,,,
5883,Human,Blonde Flowy,,Hoodie with Bag,Striking,Chewing,OW C,Leather Katana,,,,
5884,Red,Magenta Pigtail,Pearl,Alpine Jacket,Worried,Face Mask,Red,Floorsweeper,,,Blush,
5885,Human,Maroon Bun,,Red Floral Kimono,Worried,Chewing,OW B,,Straw Hat,,Red Stripes Paint,
5886,Human,Blonde Short Spiky,,Maroon Yukata,Closed,Smirk,OW D,Gloves,Sloth Headband,,Eye Patch,
5887,Human,Maroon Pony,,Tank Top,Amethyst,Laughing,OW D,,,,,
5888,Human,Brown Long,,Azuki Sweater,Chill,Pout,Cool Gray,Banner,,,Black Glasses,
5889,Spirit,Spirit Spiky,,Black Bomber,White,Pout,DBlue,Talisman,,,,
5890,Human,Black Orange Bangs,,Black Bomber,Striking,Laughing,OW A,Floorsweeper,,,,
5891,Human,Indigo Fluffy,Wireless Earbuds,Dress Shirt,Careless,Smoking,OW D,,,,Eye Scar,
5892,Human,Green Flowy,,Frog Kimono,Joyful,Gaiter,OW C,Fishing Rod,,,,
5893,Human,Black Blonde Half Bun,,Black Hoodie,Joyful,Wheat Straw,Red,,,,,
5894,Human,Magenta Flowy,Blue Fan,Fur Hoodie,Ruby,Laughing,Dark Purple,Bat,,,,
5895,Human,Blonde Long,,Suikan,Pensive,Meh,OW A,Sakura Katana,,,,
5896,Red,Magenta Long,,Light Kimono,Careless,Relaxed,OW D,Monk Staff,,,,
5897,Red,Magenta Pigtail,,Straw Poncho,Joyful,Lipstick,OW A,Water Orb,Frog Mask,Sneakers,,
5898,Human,Indigo Long,,Cat Yukata,Tired,Pout,OW A,Zanbato,,,,
5899,Human,Black Messy,,Red Hoodie,Pensive,Bubble Gum,DBlue,,,,,
5900,Human,Silver Bob,,Camo Tech Jacket,Striking,Laughing,OW B,,IKZ Cap,,Red Fang Paint,
5901,Human,PBlue Pigtail,,Red Qipao with Fur,Focus,Smoking,OW A,Banner,,,Red Bandana,
5902,Human,Purple Dreadlocks,Blue Cylinder,Pink Oversized Kimono,Hopeful,Relaxed,OW A,,,Chill Headphones,,
5903,Human,Maroon Messy,,Black T Shirt,Bored,Closed,OW C,Floorsweeper,Frog Beanie,,Red Stripes Paint,
5904,Human,Blonde Swept Back,Wireless Earbuds,Black Perfecto Jacket,Closed,Toothpick,DBlue,Shinai,,,Sleep Mask,
5905,Human,Blue Spiky,,Matsuri Happi,Lightning,Growl,OW B,Red Bean,,,,
5906,Human,Purple Bun,,Red Ninja Top,Striking,Toothpick,OW A,,Black Bucket Hat,,,Smoke
5907,Human,Maroon Short Spiky,,White Layered Yukata,Meditating,Relaxed,OW B,Lantern,,,Lipstick Kiss,
5908,Human,Green Pony,,Bandage Top,Amethyst,Toothpick,OW D,Monkey King Staff,,,Blush,
5909,Blue,,,,Lightning,Meh,DBlue,Lightning Orb,,Contract Tattoo,,Lightning
5910,Human,Blue Nightshade Flowy,Chill,Azuki Jacket,Lightning,Smoking,OW A,Shuriken,,,,
5911,Human,Maroon Fluffy,Spiked Ring,Blue Kimono,Suspicious,Growl,OW B,Floorsweeper,,,Kabuki Facepaint,
5912,Human,Blue Bun,Sunflower,White Qipao with Fur,Daydreaming,Toothpick,DBlue,,,,,Fox Fire
5913,Human,Maroon Bun,,Sloth T Shirt,Striking,Frown,OW A,Banner,Yellow Kanzashi,,Red Fang Paint,
5914,Human,Magenta Pigtail,,Sloth Hoodie,Focus,Closed,Red,,,,,
5915,Human,Blue Hairband,,Archer,Striking,Smirk,OW B,Blue Bean,Ayaigasa,,Eye Scar,
5916,Human,Brown Bangs,,Bloody Bomber,Glowing,Frown,Red,,Sandogasa,,,
5917,Blue,Silver Half Bun,,Aloha,Amethyst,Smile,OW C,Sakura Katana,,,,
5918,Human,Maroon Short Spiky,Spiked Ring,Black T Shirt,Bored,Relaxed,Dark Purple,,Chef Headband,,,
5919,Human,Blonde Bob,,Vegan Mink Coat,Worried,Surprised,OW C,Bean Juice,,Sneakers,Round Purple Sunglasses,
5920,Human,Silver Swept Back,,Black Kimono,Pensive,Meh,OW A,Hand Seal,Distressed Beanie,,,
5921,Human,Teal Bob,,Turquoise Kimono,Focus,Grass,OW C,Floorsweeper,Sandogasa,,,
5922,Human,Dreadlocks,,Camo Tech Jacket,Relaxed,Frown,Dark Purple,,,,,
5923,Human,Maroon Bob,,Blue Floral Kimono,Ruby,Chewing,OW A,Katana,,Red Panda Headphones,,
5924,Human,Silver Half Bun,,Turquoise Kimono,Hopeful,Smile,Red,Fan,Cat Ears,,,
5925,Human,Blonde Messy,Square Stud,White Yukata,Careless,Wheat Straw,OW A,Floorsweeper,Sloth Beanie,,Red Stripes Paint,
5926,Human,Purple Pigtail,,Hoodie,Ruby,Laughing,OW A,Shinai,Frog Cap,Choker,,
5927,Human,Purple Spiky,,Aloha,Tired,Closed,OW D,,,,,
5928,Human,Blue Hairband,,Cat Kimono,Closed,Smirk,OW B,,Black Bucket Hat,,,
5929,Human,PBlue Pigtail,,Cat Kimono,Red,Smirk,Dark Purple,Floorsweeper,Azuki Cap,,,Butterfly
5930,Human,Blonde Pixie,,Golden Cat Kigu,Pierced Eyebrow,Frown,OW C,,,,Black Glasses,
5931,Human,Green Pony,,Hoodie,Worried,Smoking,OW C,,,Choker,,
5932,Red,Maroon Messy,,Black Hoodie,Glowing,Chuckle,OW B,,,,,
5933,Human,Blonde Short Spiky,Wu,Black Yukata,Glowing,Not Bad,OW B,,Distressed Beanie,,,
5934,Human,Black Hairband,,Sloth Hoodie,Amethyst,Closed,OW C,Bean Juice,,,Round Purple Sunglasses,
5935,Human,Blue Half Bun,,Cat T Shirt,Careless,Closed,Dark Purple,,,Zen Headphones,,
5936,Human,Purple Bun,Red Spiked Ring,Cat Hoodie,White,Laughing,Red,Zanbato,,,,
5937,Human,Indigo Bangs,,Pink Oversized Kimono,Relaxed,Whistling,OW A,Floorsweeper,,,,
5938,Human,Silver Spiky,Blue Fan,Light Kimono,Focused,Face Mask,Cool Gray,Fireball,,,,
5939,Human,Maroon Pony,,Azuki Jacket,Relaxed,Smirk,OW C,Banner,,,Blush,
5940,Human,Blonde Flowy,Chiyogami,Turquoise Kimono with Bow,Calm,Bubble Gum,OW B,,,,,
5941,Human,Blue Bun,,Plated Samurai Armor,Closed,Smirk,OW D,Fan,,Beads,Ji Eyeband,
5942,Human,Indigo Messy,,Straw Poncho,Focus,Meh,OW A,,,Tribal Tattoo,Eye Scar,
5943,Human,Teal Bob,Corded Earbuds,Azuki Sweater,Striking,Grin,OW B,,Sandogasa,,Red Fang Paint,
5944,Human,Green Flowy,Sloth,Lavender Kimono with Bow,Calm,Tongue Out,Red,Floorsweeper,Sloth Cap,,,
5945,Human,Black Swept Back,,Suit with Turtleneck,Focus,Closed,Cool Gray,Hook Sword,Pointy Straw Hat,Zen Headphones,,
5946,Human,Blue Hairband,,Hoodie,Focus,Smoking,OW A,Umbrella,Sloth Headband,Choker,,
5947,Human,Indigo Messy,,Rain Jacket,Chill,Growl,OW D,Golden Floorsweeper,Red Panda Cap,,,
5948,Human,PBlue Pigtail,,White Qipao with Fur,White,Wheat Straw,Dark Purple,Katana,,Chill Headphones,,
5949,Human,Blue Half Bun,,Straw Poncho,White,Bubble Gum,Dark Purple,Kanabo,Newsboy Cap,,,
5950,Blue,Silver Messy,,Maroon Yukata,White,Not Bad,Cool Gray,,Cat Beanie,Cat Headphones,Red Fang Paint,
5951,Human,Blonde Long,,Frog Yukata,Pierced Eyebrow,Toothpick,Red,Sake,Newsboy Cap,Zen Headphones,Red Fang Paint,
5952,Human,Brown Spiky,,Blue Kimono,Tired,Knife,DBlue,,,,Red Stripes Paint,Fox Fire
5953,Human,Braids,,Hoodie with Bag,Closed,Whistling,OW C,,,,Eye Patch,
5954,Human,Blonde Short Spiky,,Black Yukata,Closed,Chuckle,Red,Shinai,,,Sleep Mask,
5955,Human,Purple Half Bun,,Azuki Jacket,Calm,Surprised,OW A,,,,,
5956,Human,Purple Bun,,Blue Bikini,Calm,Smirk,OW A,Sake,,,Blush,
5957,Human,Maroon Messy,,Yellow Jumpsuit,Pensive,Not Bad,Red,Monkey King Staff,,,Bandaid,Fireflies
5958,Human,Teal Bangs,,Cat Kimono,Focus,Chewing,OW A,Guitar,,Towel,Bandaid,
5959,Human,Silver Pixie,,Light Kimono,Focus,Face Mask,OW C,Bat,Sloth Beanie,,,
5960,Human,Brown Flowy,,Red Floral Kimono,Daydreaming,Smile,OW A,,,,,
5961,Human,Silver Hairband,,Azuki Sweater,Closed,Smoking,DBlue,,Ayaigasa,,,
5962,Human,Indigo Messy,,Fur Hoodie,Pierced Eyebrow,Pout,OW A,Lantern,,,,
5963,Human,Green Flowy,,Vest,Closed,Tongue Out,OW B,Coin,Ayaigasa,,,
5964,Human,Magenta Pigtail,,Red Qipao with Fur,Hopeful,Grin,OW A,Shinai,Beret,,Bandaid,
5965,Human,Orange Swept Back,,Black Yukata,Neutral,Closed,OW B,Fishing Rod,Frog Cap,,Bandaid,
5966,Blue,Gray Samurai,,Brown Yukata,Bored,Smirk,OW A,Katana,,,Kabuki Facepaint,
5967,Human,Indigo Pony,,Red Ninja Top,Amethyst,Closed,OW C,Katana,,Chill Headphones,Blush,
5968,Human,Green Half Bun,,Black Ninja Top,Hopeful,Grass,Cool Gray,Fishing Rod,Sloth Cap,Towel,,
5969,Human,Indigo Messy,,Black Hoodie,Curious,Growl,Cool Gray,Golden Bat,,,,Fireflies
5970,Human,Blonde Short Spiky,,White Layered Yukata,Closed,Relaxed,OW C,Guitar,,Koi Tattoo,Sleep Mask,
5971,Human,Blue Hairband,,Azuki Jacket,Focus,Smirk,OW B,Katana,Full Bandana,,,
5972,Human,Magenta Pigtail,,Sloth Kigu,Amethyst,Tongue Out,OW C,Zanbato,,,Red Fang Paint,
5973,Human,Green Pony,,Red Floral Kimono,White,Surprised,OW A,Bat,Cat Headband,,Red Stripes Paint,
5974,Human,Blue Bob,,Plated Samurai Armor,Striking,Chewing,Red,,,,,
5975,Human,Blonde Pixie,,Cat Kigu,Calm,Lipstick,OW D,,,,,
5976,Human,Maroon Bob,,Lavender Kimono with Bow,Pierced Eyebrow,Smoking,OW A,,,,,
5977,Human,Maroon Fluffy,,Kimono with Straw Hat,Chill,Knife,Red,Hand Seal,Beret,,,
5978,Human,Green Half Bun,,Light Kimono,Curious,Smirk,Red,Red Bean,Distressed Beanie,,,
5979,Red,Silver Spiky,Yin Yang,Dress Shirt,Focus,Chuckle,Dark Purple,Fireball,,Contract Tattoo,,Fire
5980,Human,Indigo Bangs,,Light Kimono,Relaxed,Smile,OW D,,Frog Mask,,,
5981,Human,Violet Flowy,,Fur Hoodie,White,Laughing,OW D,Bat,,,,
5982,Human,Blonde Hairband,,Tank Top with Jacket,Amethyst,Frown,OW C,,IKZ Cap,,,
5983,Human,Teal Messy,,White Layered Yukata,Suspicious,Relaxed,OW C,Sake,,Chill Headphones,,
5984,Human,Indigo Fluffy,,Alpine Jacket,Neutral,Whistling,OW D,,,,,
5985,Human,Orange Samurai,,Black Yukata,Careless,Growl,OW A,,,Sloth Headphones,Eye Scar,
5986,Red,Gray Samurai,,Green Yukata,Focused,Growl,DBlue,Kanabo,,,Bandaid,
5987,Human,Buzzcut,Chill,Dress Shirt,Bored,Bubble Gum,Dark Purple,Shuriken,,,,
5988,Human,Blue Spiky,Wu,Suit with Turtleneck,Closed,Sleep Bubble,OW D,Bat,,Koi Tattoo,Eye Scar,
5989,Human,Indigo Long,,Camo Hoodie,Suspicious,Knife,OW D,Red Bean,,,Red Stripes Paint,
5990,Human,Magenta Long,,Straw Poncho,Chill,Grass,OW D,Banner,,Beads,,
5991,Human,Blue Short Spiky,,Rain Jacket,Tired,Chuckle,OW D,Fan,,,Red Fang Paint,
5992,Human,Blue Spiky,,White Layered Yukata,Careless,Pout,Red,,Fur Bucket Hat,,,
5993,Human,Silver Pony,Sword,Blue Kimono with Bow,Focus,Whistling,Red,Sakura Katana,,,Blush,
5994,Human,Green Pigtail,Skull Ear Cuffs,Aloha,Calm,Relaxed,OW A,Guitar,Red Panda Headband,,,
5995,Human,Blue Hairband,,Tank Top,Worried,Lipstick,OW D,Leather Katana,Azuki Cap,,,
5996,Human,Blonde Short Spiky,Sakura,Bloody Bomber,Glowing,Smirk,OW C,Hand Seal,Distressed Beanie,,,
5997,Human,Purple Pigtail,,Bandage Top,Joyful,Closed,OW C,,,,,
5998,Blue,Silver Bun,,Blue Floral Kimono,Relaxed,Whistling,OW D,,Chef Headband,,,
5999,Human,Blue Half Bun,,Red Perfecto Jacket,Focus,Smoking,OW D,,,,,
6000,Human,Indigo Messy,,Suikan,Suspicious,Whistling,OW C,Hand Seal,,,Blue Shades,
6001,Human,Blonde Swept Back,Dragon,Blue Bomber,Suspicious,Relaxed,OW A,Fishing Rod,,,,
6002,Human,Green Ombre Bangs,,Hoodie,Closed,Closed,OW B,Coin,,Choker,,
6003,Human,Dreadlocks,Hoop,White Qipao with Fur,Closed,Tongue Out,OW B,Gloves,,,Seer Eyeband,
6004,Human,Orange Short Spiky,Wireless Earbuds,Tank Top,Closed,Smirk,Red,Coin,Sloth Mask,,Blue Shades,
6005,Human,Indigo Long,Spiked Ring,Blue Kimono,Pierced Eyebrow,Chuckle,Dark Purple,,,,,
6006,Human,Maroon Pony,,Beige Poncho,Worried,Whistling,OW D,Guitar,,,,
6007,Human,Blue Spiky,Spiked Ring,White Blazer,Tired,Not Bad,OW B,Boombox,Pointy Straw Hat,,,
6008,Human,Maroon Messy,,Bloody Bomber,Neutral,Meh,OW C,Zanbato,,,,
6009,Human,Blonde Short Spiky,,Light Kimono,Tired,Pout,OW C,Bat,,,,
6010,Human,Maroon Half Bun,,Maroon Yukata,Closed,Long Stubble,Cool Gray,Leather Katana,Pointy Straw Hat,,Eye Patch,
6011,Human,Magenta Long,,Black Hoodie,Pensive,Meh,OW D,Fishing Rod,,,,
6012,Human,Silver Messy,,Azuki Tech Jacket,Closed,Scroll,OW C,Bat,,,Eye Patch,
6013,Human,Maroon Pony,,Blue Kimono with Bow,Ruby,Bubble Gum,OW B,Shinai,,,,
6014,Human,Indigo Fluffy,,Light Kimono,Pierced Eyebrow,Long Stubble,OW A,Hand Seal,Sloth Beanie,,Round Blue Shades,
6015,Human,Silver Messy,,Camo Hoodie,Closed,Chuckle,Dark Purple,Bat,Cat Cap,,Red Stripes Paint,
6016,Red,Brown Spiky,Chiyogami,Shinto Robe,Closed,Long Stubble,OW D,Golden Fan,Ayaigasa,,Ji Eyeband,
6017,Human,Teal Bun,,Black Ninja Top,Striking,Wheat Straw,Dark Purple,,,,Clear Glasses,
6018,Human,Blue Spiky,,Azuki Sweater,Pierced Eyebrow,Wheat Straw,OW D,,,,,
6019,Human,Indigo Messy,,White Yukata,Curious,Smoking,Red,Lantern,,,,
6020,Human,Indigo Pixie,,Frog Kimono,Worried,Frown,Red,Leather Katana,Yellow Kanzashi,,,
6021,Human,Indigo Swept Back,,Plated Samurai Armor,Closed,Meh,OW B,Zanbato,IKZ Cap,Zen Headphones,Sleep Mask,
6022,Human,Maroon Bun,,Turquoise Kimono with Bow,Daydreaming,Relaxed,OW C,Floorsweeper,Azuki Cap,,Bandaid,
6023,Human,Black Hairband,,Sloth Hoodie,Focus,Laughing,OW C,Banner,,,Red Stripes Paint,
6024,Human,PBlue Messy,,Cat Yukata,Curious,Smirk,OW D,,Cat Beanie,,,
6025,Human,Brown Messy,,Black Kimono,Curious,Chuckle,OW D,Zanbato,,,,
6026,Human,Maroon Bun,,Archer,Relaxed,Toothpick,OW B,Bean Juice,Broken Straw Hat,,,
6027,Human,Blue Short Spiky,,Bloody Bomber,Focused,Growl,OW C,Sake,,,Red Bandana,
6028,Human,Blonde Long,Small Hoop,Kimono with Jacket,Careless,Chuckle,DBlue,,Full Bandana,,,
6029,Human,Blue Half Bun,,White Qipao with Fur,Striking,Smirk,OW C,,,,,
6030,Human,Blonde Hairband,,Red Panda Kigu,Closed,Lipstick,OW B,Banner,,,Heart Eye Patch,
